faq_id,question_date,atomic_id,question,answer,l1_category,l2_category,source_l2_category_1,source_l2_category_2,source_l2_category_3,l3_category_1,l3_category_2,l3_count
23839,2012-07-18,23839_A01,中圖法2007版類表中「480.25業名錄;行名錄」類號分法是否與總論複分法有所衝突？,480.25是增訂七版即使用的類號，我們視為專號，基於「穩定性」的原則在2007年版時也並未更動，雖然不符合主表與總論複分類號的邏輯性，但也行之有年。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
23846,2012-08-30,23846_A01,ISBN為9780415495523之書的分類號為362.29'12008350941，若全印在書標上會顯示兩行，應如何取其分類號？是否只需取362.29？,分類號的繁簡層次由各圖書館視館藏自行決定。若該書確實需要這麼長的複分以揭示主題，長一點也無妨。讀者辨識是否方便屬主觀問題，建議聯繫臺北大學圖書館、輔仁大學圖書館等採用杜威分類法的圖書館，瞭解書標顯示方式。,分類法,複分與號碼組合,複分與號碼組合,,,類號組配、加號與排列,,1
23846,2012-08-30,23846_A02,遇分類號過長時，是否有取小數點後第幾位為原則？,分類號的繁簡層次由各圖書館視館藏自行決定。若該書確實需要這麼長的複分以揭示主題，長一點也無妨。讀者辨識是否方便屬主觀問題，建議聯繫臺北大學圖書館、輔仁大學圖書館等採用杜威分類法的圖書館，瞭解書標顯示方式。,分類法,複分與號碼組合,複分與號碼組合,,,類號組配、加號與排列,,1
23876,2012-10-13,23876_A01,現代人物傳記分類號782.886中的「6」字是從何得之？,782.88是現代人物，還可以再按中國時代表複分 (中文圖書分類法2007年版 附表二 p.668),分類法,複分與號碼組合,複分與號碼組合,,,時代與年代複分,,1
23876,2012-10-13,23876_A02,現代人物傳記分類號782.886是否使用複分表？,782.88是現代人物，還可以再按中國時代表複分 (中文圖書分類法2007年版 附表二 p.668),分類法,複分與號碼組合,複分與號碼組合,,,時代與年代複分,,1
23883,2012-10-25,23883_A02,若將一位著者的著作放在一起，分類號應使用甚麼號碼？,通常，編目員會隨在編文獻出版行形式及分類法來決定，若在編文獻原本就以套或全集的方式出版，可以按以下原則規類： 1. 若作品都屬文學類，可以歸入840-848 2. 若作品屬某專科，可以歸入該專科類號+08(集叢複分) 3. 若作品包括多種學科，可以歸入089自著叢書 若在編文獻原本即單冊出版，除文學作品840-848外，我們通常不會刻意將其集中在一起，一定是按書的內容分入各類。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
23886,2012-10-27,23886_A01,各大專校院出版之醫學學刊、學報，該分入中文圖書分類法的哪一類呢?,普通學報可以入051，專科學報可以入專科，如會計學報495.051、醫學學報410.51,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
23886,2012-10-27,23886_A02,中文圖書分類法-使用說明中的通用複分，「總論號碼經組配後，以帶一個『0』為原則，以帶兩個『0』（其形式為『00』）或不帶『0』為例外」是什麼意思呢?,總論號碼經組配後，以帶一個『0』為原則：1. 末位數為一個『0』時，可以省略一個0，如410醫學，醫學期刊入410.5 (410 + .05複分→ 410.05 →省略一個0→ 410.5) ； 醫學論文集410.7 (410 + .07複分→ 410.07→省略一個0→ 410.7) 2. 末位數為二個『0』時，可以省略二個0，如500社會科學總論，社會科學期刊入505 (500 + .05複分→ 500.05→ 省略二個0→ 505) 當然，若省略後會與類表原本的分類號有所衝突時，則不能省略：工程學440，若省略後會與類表專號440.5工程師；建築師牴觸，所以不必省略，當它需要總論複分時是440.01-440.09。730亞洲史地，各國史地複分表，總論複分亦不能省略，如亞洲史地詞典為730.04。(順便提及類表p.523之複分表，總論下4、5、6是錯誤的，應更正為04、05、06) 611-619也是如此，610.1已是中國通史紀傳體之類號，610.01已是正史之《四史》的類號，所以類表已明訂出611-619之類號其實是依總論複分而來。,分類法,複分與號碼組合,複分與號碼組合,,,類號組配、加號與排列,,1
23896,2012-11-16,23896_A02,類號中的「9」這個數字從何而來？,「9」來自2000年國家圖書館新增訂的「電腦科學 類號為312.9」。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
23945,2013-01-23,23945_A01,921希望工程系列的書，索書號應當編為多少比較合適,921希望工程系列圖書，國圖的分類號是548.31708。548.317為震災救濟事業，08為叢書複分號，將整套921希望工程系列書集中於此很合適。921希望工程是慈濟志業災後重建計畫的成果集結，集中於此類號下，符合救濟事業也可掌握整個重建計畫的全貌。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
23950,2013-03-19,23950_A01,《運動員傳奇》應歸類為528.999或528.9099？為何不需加入099？,導因於類表不是說得很清楚，國圖本身資料庫中也有兩種類號，不過後來統一用528.999，理由是2007年版已將528.99定為各國體育史之專號，根據論複分表，傳記於「09歷史及現況」再細分為099，既已有史的專號就不宜另闢於528.099。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,時代與年代複分,類號組配、加號與排列,2
23953,2013-03-21,23953_A01,是否可以同時使用總論複分表（如歷史09）與中國省區表（如香港38）進行標引？,總論複分大致可分內容與編制形式兩種，標引時內容複分優先於形式複分。屬內容方面者：01哲學理論、03教育及研究、09歷史。中國省區表亦屬通用複分，按類目中的說明指示使用，類目說明外若有需要也可自行增加，方式是→總論複分09(歷史與現況)+2(分國表)+中國省區表。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,地區與地域複分,2
23953,2013-03-21,23953_A02,總論複分表與中國省區表的使用是否有先後次序？,總論複分優先於形式複分，屬內容方面者包含09歷史，中國省區表可與總論複分結合使用，方式是→總論複分09(歷史與現況)+2(分國表)+中國省區表。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,類號組配、加號與排列,2
23956,2013-03-28,23956_A02,臺灣經濟戰略研討會論文集索書碼中47後面的07是怎麼編輯來的？,592.47是經濟戰略，07是總論複分中的「論文集」，表示該書的內容是由多篇論述經濟戰略的論文結集成的。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
23966,2013-04-05,23966_A01,三國志與羅貫中著作分入不同分類號是依據哪一個分類法準則？,分類須按書的內容與文體形式來歸類。 1. 陳壽撰《三國志》是一本正式的紀傳體歷史書，內容記述三國時代之歷史，所以歸入 622.301。 622.3三國歷史(p.493) + 01紀傳體 (根據p. 489中國斷代史複分表而來) 2.羅貫中所撰的《三國演義》，內容屬歷史小說，所以歸入小說類857.4523。(p.609),分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
23978,2013-04-23,23978_A01,使用中文圖書分類法的通用複分表與中國時代表複分表時，07碼在不同情境下代表不同意義，是否有規範可區分兩者？,通用複分表的使用方法，詳見《中文圖書分類法 2007年版》使用說明(三)複分方法運用(p.xix)：1. 總論複分號碼標引時，如待分文獻同時具兩種複分號碼時，採先「內容」後「形式」的原則。2. 複分號碼之組配，應依類目注釋指示文字進行。3. 總論複分不用兩次。例如：中國婦女研究文集→ 544.592（按類目指示複分，依分國表複分後不必再按形式複分）。中國清代女性→ 544.59207（依國複分後可再按該國時代表細分，兩者都是內容複分）。中國清代女性研究文集→ 544.59207（此處07是中國的時代複分，非文集的形式複分）。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,類號組配、加號與排列,2
23979,2013-04-29,23979_A01,索書號521.8446中446的分類依據是什麼？,521.8446的分類號結構: 521.8 教科書 (類表類目) 521.84 職業教育教科書 (4是指職業學校，國圖自訂的各級學校級別號碼表) 521.8446 學科分類，46指化學工業460 可參考國圖「各級學校及學習用書分類標引要點」 首頁 ＞ 國圖編目訊息 ＞ 國圖編目作業規範與解釋 ＞ 分類法 上述作法是將所有教科書集中一處時使用。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
23993,2013-05-16,23993_A01,使用複分表時，何時需省略類號末位的0？,主類號中如末一位或末兩位為0，則宜先將0去掉，然後再進行組配。例如：《宗教雜誌》之分類號為205（200.05），類號末位數為一個0或二個0者，除表中特別註明外，其0可省略之。,分類法,複分與號碼組合,複分與號碼組合,,,類號組配、加號與排列,,1
23993,2013-05-16,23993_A02,使用複分表時，何時需以原本的格式寫於類號之後？,當主類號末位數為非0時，可直接將號碼01-09添附於主類號之後。例如：《森林學論文集》之分類號為436.07（436 + 總論複分07論文集），或《教育論文選集》之分類號為520.7（520 + 總論複分07論文集）。此外，若類表已有組配好之專號（如p. 127），應直接使用不再運用總論複分。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
24006,2013-06-19,24006_A01,文學家的傳記資料，其分類號中的年代復分號（.54）是依據著者還是被傳者的生卒年？,作者的生卒年區間可以幫助我們判斷作品在文學分期的哪個位置，找到該表中適當的複分號碼。,分類法,複分與號碼組合,複分與號碼組合,人物與傳記分類,,時代與年代複分,,1
24008,2013-07-17,24008_A01,未註明適用總論複分表是否仍可使用？,類目雖未註明依「總論複分表」複分，但有需要時仍可按複分表使用原則加以複分。例如：海峽兩岸園藝學術研討會論文集 / 國立屏東科技大學農園系暨系友會等主辦 ; 國立屏東科技大學農推廣委員會協辦 ; 顏昌瑞主編，既是論文集，按理可加「論文集」的複分號07，故該書之分類號為435.07。例如：園藝學詞典，分類號為435.04。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
24008,2013-07-17,24008_A02,繪畫展覽的DVD可否使用947.66分類號？,繪畫展覽的DVD，可依展覽作品內容分類後加展覽複分066。若為某作品集所附DVD，類號仍歸屬某種作品集，不必特別標示「展覽會」的複分號066。若以類號947.66來表示「西洋繪畫展覽」的話，是一個錯誤的分類號，應該是947.066才正確。切記，複分完後要檢視一下主表類號! 947.66按理是947.6的下位類，而947.6類號是指西洋繪畫材料與用具，顯然與DVD內容不符。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,類號組配、加號與排列,,1
24015,2013-08-12,24015_A01,《石油一生：李達海回憶錄》是否可以將分類號由782.886改為457石油工業？,"可以的。此書可歸入專科傳記，即457.099。(利用附表一 總論複分表 p.666, 傳記 + 複分099)",分類法,複分與號碼組合,人物與傳記分類,複分與號碼組合,,專類複分與仿分,,1
24018,2013-08-21,24018_A01,"中國圖書分類法是沒有202的,但在200之下卻說202-209依總論表複分,為甚麼呢?","類表雖然沒有將各類目一一列出來, 但有必要時是可以運用總論複分表複分的。例如： 202.1 宗教目錄 202.2 宗教問題集 書例: 對宗教的101個問題 / 無名編著 202.3 宗教法規 書例: 大陸地區宗教法規彙編 / 行政院大陸委員會編著 202.5 宗教圖錄",分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
24025,2013-09-20,24025_A02,什麼是「語言複分」？,某種語言(指語種，如中國語言、英國語言、法國語言)通常是用於「主標目」的位置，著錄於機讀格式中的$a，不用於主標目的複分標目，即不作為某主題的複分標目($x)。 語言本身有共通性，將共通性以表列方式呈現，作一種模式標題(pattern heading)則是有的，如以英國語言為例： $a英國語言 $x方言 $a英國語言 $x文字 $a英國語言 $x文法 $a英國語言 $x修辭...... 其他語言可以仿其複分，換句話說「方言」、「文字」、「文法」、「修辭」等才是語言的複分標題。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
24029,2013-09-28,24029_A01,國小綜合活動課本應分到哪裡？,根據2007年版中文圖書分類法521.8教科書之類目注釋說明，採用第一種方法可歸入523.39；採用第二種方法則歸入521.81。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
24029,2013-09-28,24029_A02,國小綜合活動課本習作應分到哪裡？,根據2007年版中文圖書分類法521.8教科書之類目注釋說明，採用第一種方法可仿各級學校教學及習用書分類標引要點區分；採用第二種方法則歸入521.81 (7)。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
24031,2013-10-03,24031_A02,"請問""各級學校教學及習用書分類標引要點""的第七點是什麼意思呢?可以舉例嗎?到底是說可以加在分類號後來細分，還是只能加在著作號右側來註明?","類表中「521.8教科書」之類目並未分級、分科，若將所有教科書集中於此其實很不恰當，所以可參考國圖訂定的細分規則「各級學校教學及習用書分類標引要點」，其中第七點是指教科書的各種類型，依適用對象及編寫目的，可區分為教師手冊、學生手冊、作業本、解答本、複習書等，將不同形式代碼著錄於作者號右側圓括弧( )內。521.8分類號之結構：包括分類號、輔助區分號、部冊號3部分：第一行分類號，自左至右依次為521.8、學校級別號碼、課程科目號碼。第二行為輔助區分號，即編制形式號碼，包括教科書、教師手冊、學生手冊、作業本、解答本、複習書等。編制形式號碼著錄於作者號右側圓括弧( )內。第三行為相當於部冊號，即學年學期號碼。例：國民小學自然與生活科技教師手冊 / 施惠主編 521.813→521.8 + 1 (學校級別, 1為小學) + 3 (課程科目號碼, 3為自然科學) 843(1) → 括弧內之1，代表編制形式「教師手冊」。※這只是國圖自己的做法，其他圖書館不一定要跟進。例如，第七點編制形式也可置於第一行課程科目號碼後，如此同科目、同形式的教科書就可聚集在一起。",分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
24034,2013-10-08,24034_A03,複分是如何處理的？,標題表文本是按筆畫區分，一次只能瀏覽一種筆劃數的資料。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
24060,2013-12-01,24060_A01,一本關於某個「企業管理」講座的場刊，若沒有任何講座內容、撮要，只介紹講者和主辦機構等，應如何決定分類號？,建議類號歸入該主辦機構 (若需要複分，可加065會議)。假設該講座係由臺塑主辦，可歸入499.33  8438 (065) 499.33        →  基本號，查自類表 8438 (065) →  臺塑首尾五筆號 + 065,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,專類複分與仿分,,1
24074,2014-01-01,24074_A01,職棒年鑑按中國圖書分類法分類屬於哪一類？,職棒屬球類運動，中文圖書分類法2007年版類號為528.955。年鑑為特定形式之資料，可於528.955後加年鑑的複分058，職棒年鑑的分類號為528.955058。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
24084,2014-02-12,24084_A01,本圖書館使用賴永詳第八版2001年分類法，當一本書為北海道遊記，是否分類為731.789或731.7909類法，以上有關類號那個較為正確呢？,《中國圖書分類法》增訂八版第473頁，731.78北海道是錯誤的，應更正為「731.79北海道」，此類號應與第474頁「日本分區表」對照著看。北海道遊記應入731.7909：731.79北海道 + 遊記複分9 → 731.799，但此類號會與北海道各地方91-998號碼重疊，故中間補0，正確分類號為731.7909。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,地區與地域複分,形式與標準複分,2
24084,2014-02-12,24084_A02,有關731.7909類號為何後部份加上09，而不是直加上9號就可以呢？,因731.79北海道 + 遊記複分9 → 731.799會與北海道各地方91-998號碼重疊，故中間補0，正確分類號為731.7909。,分類法,複分與號碼組合,複分與號碼組合,,,類號組配、加號與排列,,1
24085,2014-02-12,24085_A01,法國旅遊應歸入742.89或742.9類號時，兩者是否意義一致代表法國旅遊書籍？,法國旅遊應歸入742.89。此類號為類表已指定之專號，無需懷疑。依據各國史地複分表(p.468)，89本為遊記，9為備用，如不另指定，得收遊記於9。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,地區與地域複分,,1
24095,2014-03-06,24095_A01,為何英文書《On a Rabbit Hunt》作者Elizabeth Pulford的杜威分類號為823.2，而非823.92？,"杜威分類法文學類分類方式：照文學作品之語言分，再依照體裁、作者時代、主題等先後次序複分。 1. 查詢主類表的基本號與複分表配合 2. 主表會指示複分的方式： a. 單一作者使用Table 3A複分文學體裁，若體裁不只一種，分入最為人知的一種；如無法辨識，可分入雜著。 b. 單一作者或可不區分體裁，全部集中於「雜著」項下。 c. 二位以上作者使用複分Table3B，依Table3B指示使用Table3C複分主題。 3. 杜威法的彈性處理：於語言複分後，提供先以國家複分的方式。 以On a Rabbit Hunt / Elizabeth Pulford為例，類號為823.2或A823.2： 823基本號 + Table 3A→據Table 3A－31-39 Specific periods說明分，類號為823.2，2來自於Optional period Table for English, For Australia, 2 1890-1945 (作者出生於1943.01.01) －31-39有一個選項Option：Where two or more countries share the same language, follow one of the options given after step 3 at beginning of Table 3A, e.g., fiction in French by a Cannadian author of the colonial period C843.3 or 848.99233。因此，本書類號還可以為A823.2 →A是Australia起首字母；2是依據Optional period Table for English 以上供參。提醒您本館未採用杜威十進分類法! 上述回答僅就類表上的說明而作，建議下次碰到問題可與採用杜威分類號的圖書館相互切磋。",分類法,複分與號碼組合,文學類分類,複分與號碼組合,,時代與年代複分,,1
24098,2014-03-10,24098_A02,"中國圖書分類法民78年增訂七版813,815系列如何區分?","中國圖書分類法增訂七版 813→總集→世界文學全集之類入此，還可以按文學體裁再細分為813.1詩總集、813.2韻文總集.....此類目下不收各國的文學總集,各國的文學總集入各國文學。815→特種文藝→此類是為便利閱覽而設，即一個圖書館欲將某一種文學體裁集中一處時可利用此類，是一種彈性作法，原本應分入文學評論或總集、別集等之文獻，全部集中此處按體裁分。",分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,專類複分與仿分,2
24120,2014-05-18,24120_A03,為什麽國家圖書館《亞森羅蘋全集》分類號是876.57而不是876.77？,《亞森羅蘋全集》為法國小說，類號是876.57。作者Leblanc Maurice為法國人，先取法國文學876，再依照各國文學複分表(中文圖書分類法 2007年版 p.597)，文學體裁為小說，取複分號57，所以是876.57。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
24123,2014-05-21,24123_A01,甚麼是專業複分表？,我們沒有使用「專業複分表」這樣的用語，我想您可能指得是「專用複分表」或「專類複分表」。複分表：又稱附表或輔助表，是分類法必要的構成。複分表的功用：是將類目中有相同細分標準的子目特徵抽離出來，編製成表單並配以特定代碼，供主表相關類目進一步細分所用。,分類法,複分與號碼組合,複分與號碼組合,,,專類複分與仿分,,1
24123,2014-05-21,24123_A02,專業複分表的特質為何？,複分表的種類：通用複分表、專類複分表。通用複分表，指除少數例外可適用所有的大小類目；專類複分表則只限用於某大類或是某一大類下的子類。以中文圖書分類法而言，此種專用的類表共有45種，如經書複分表、中國哲學家複分表、各國文學複分表...，即針對某個類目專用的複分表。,分類法,複分與號碼組合,複分與號碼組合,,,專類複分與仿分,,1
24126,2014-06-09,24126_A01,《News coverage of coal miners' strikes in the United States》一書的杜威分類號070.4493318928223340973是如何組配的？,"此號070.4493318928223340973組配過程可分成4部分說明： 070.449 ＋ 3318928 ＋ 22334 ＋0973 1. 070.449 → Journalism- Specific subjects 新聞專題報導基本號 從書名或內容上就已知道此書是有關美國礦工罷工事件之新聞報導，所以先選070.449新聞專題報導，在此類號下有說明再依001-999主題複分，所以在選strikes罷工方面之類號 2. 331.8928 → Strikes (331.892) – Strikes by industry and occupation (331.8928) 在331.8928下有說明文字：以331.8928為基本號，可再細分，細分方式根據6類之620-690，也就是照某些製造業或行業再予以更精確的分類，於.89282 - .89289 3. 22334 → 查表622.3為Mining for specific materials － 622.33 Carbonaceous materials － 622.334 Coal, graphite, solid and semisolid bitumens 就內容知道其為煤礦，所以於331.8928後在加22334，(4則是根據.331-.337說明要再參考553.21-553.27而來) 4. 0973→ 因報導內容為美國，所以最後加美國史地複分 (Table1-2) 得出070.4493318928223340973這樣複雜的號碼!",分類法,複分與號碼組合,複分與號碼組合,,,類號組配、加號與排列,,1
24126,2014-06-09,24126_A02,《Circulation in monkey brains》一書的杜威分類號573.8621198是如何組配的？,"思考的方向是Circulation是集中或分入各別器官或系統? 查表得知573.1 circulatory system類目下有說明：For circulation in a specific system or organ, see the system or organ, plus notation 21 from table under 573，所以決定分類先後次序： (1) 573.86 Central nervous system 腦入此 Life science－Biology－Nervous and sensory systems－Central nervous system (Class here brain) (2)573.86按照573的複分表 (DDC22 v.2 p.1113)＋21 Circulation in the system複分→ 573.8621 腦循環 (3)573.8621→再按571.1指示說明＋198，1是animal, 98是靈長類 573.8621198→靈長類動物的腦循環系統",分類法,複分與號碼組合,複分與號碼組合,,,類號組配、加號與排列,,1
24141,2014-07-01,24141_A02,小說類的書是否都歸在800語言學及文學之下？,不是都歸在800語言學及文學之下。中文圖書分類法中，小說類別有獨立的分類碼，如世界小說總集 813.7、中國小說評論 827、中國小說文本 857，以及各國小說在該國文學後加複分57（如日本小說 861.57）等。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
24142,2014-07-02,24142_A01,澳洲作者的兒童文學應如何編分類號？,中文圖書分類法中有關文學作品的分類是按作者的國籍，所以澳洲作者所寫的兒童文學作品是歸在887.159。887.1是專號，再依「各國文學複分表複分」＋59＝887.159。,分類法,複分與號碼組合,文學類分類,複分與號碼組合,,地區與地域複分,,1
24156,2014-08-07,24156_A03,如何建置漁類書刊的索書號（分類號+作者號）？,"魚類分類:388.5 (見中文圖書分類法2007年版p.208頁),漁業分類:438 (見中文圖書分類法2007年版p.283-285頁),作者號取法 (見中文圖書分類法2007年版附錄1-3, p.283-285頁),分類號詳簡可自行斟酌。",分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,類號組配、加號與排列,,1
24164,2014-09-03,24164_A02,LC類號排序遵循哪些規則？,"採美國國會圖書館分類法之西文圖書排架方式：1. 分類號及作者號: 字母後按數值(numerical value) 按字母順序後再依「整數小大」排列, 小數點後之數字則依「小數點之小大」排列：第一層: 英文字母 + 數字 (按數值 ) 如: HC53, HC532, HC54 順序是「HC53→ HC54→ HC532」第二層: 小數點 + 英文字母 + 數字(小數點後數字由小到大,一個數字比一個數字) 如: KK968.T72, KK968.T67, KK968.T78, KK968.T725, 順序是「KK968.T67→ KK968.T72→ KK968.T725→ KK968.T78」2. 年代號 3. 部冊號 如1898→ 1990→ 2001→2014 如 2001 v.1→ 2001 v.2…→2001 index→2001 suppl. 但，亦有圖書館將index置於最前面者，是基於方便讀者利用的觀點，因排架是左至右, 置於最前面最方便的位置：如 2001 index→ 2001 v.1→ 2001 v.2…→2001 suppl.",分類法,複分與號碼組合,複分與號碼組合,,,類號組配、加號與排列,,1
24165,2014-09-09,24165_A03,"承上,若於062.1下細分,則類號將與應用附表十一(機關出版品排列表)複分有所衝突,該如何解決?",從合作編目的角度看，個人較傾向依照類表指示分類，盡量維持分類之一致性；另一方面，「各專門研究所各入其類」較符合學術分類之原則。若貴館典藏中研院之出版品有相當的藏書量，又開架特立一區，集中處理也無可厚非，譬如：《中央研究院基因體研究中心》一書，原應分入368.406 8455(1) 8685 。若要集中於062.1，則索書號可為062.1 8455(1) 8685 ： 062.1→ 類表中研院專號8455 (1) →基因體研究中心名稱之首尾五筆號；(1) 括弧中的數字1，係取自「附表十一 機關出版品排列表」，1為出版品屬性「概況」。8685 → 該書編者之作者號，若無可取書名代之。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,類號組配、加號與排列,,1
24168,2014-09-22,24168_A01,W84.1及W84.AA1的排序方式何者在先？,"W84.AA1應在先。此為NLM分類法，依類表類目體系W84先於W84.1；AA1是W84的複分號，取自Table G。W 84Health services. Delivery of health care (General) (Table G)Classify works on public health administration in appropriate WA number.W 84.1General coverage (Not Table G)依類表邏輯架構W84先於W84.1,AA1是NLM分類法地區複分表中，代表美國地區的號碼。",分類法,複分與號碼組合,複分與號碼組合,,,地區與地域複分,類號組配、加號與排列,2
24213,2015-03-05,24213_A01,分類號590.9933在中文圖書分類法中不存在，但ISBN9789860442373預編分類號為此號，國圖館藏目錄也出現此號，請問該分類號是用於原住民軍事相關書籍或其他類別？,590.9933此類號，是一個經由複分而產生的號碼，代表中華民國的軍人。其推衍過程為：590 → 軍事.99 → 傳記之複分 (總論複分表p.666)33 → 為中華民國或臺灣之地域複分,分類法,複分與號碼組合,複分與號碼組合,類號判定與選擇,,地區與地域複分,形式與標準複分,2
24215,2015-03-12,24215_A02,733.331(玉山)何種書分入此類?,733.331 此類號該是談玉山的自然地理(若有此類書的話)。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,地區與地域複分,,1
24215,2015-03-12,24215_A03,若書籍內容主要論述為國家公園之生態、動植物、多樣性、或是人文歷史，則分入生物科學下的366生物分布或367生態學是否為宜？,生態、動植物、多樣性等內容可入367生態學，人文歷史則視需要可加上旅遊之複分。國家公園本身即是自然保護區，與生態脫離不了關係。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,地區與地域複分,2
24226,2015-04-12,24226_A02,《中國哲學家著作複分表》的檔案或內容哪裡可以找到？,《中國哲學家著作複分表》（120）散見在《中文圖書分類法中》。,分類法,複分與號碼組合,複分與號碼組合,,,專類複分與仿分,,1
24244,2015-05-21,24244_A01,分類號011.608中的608是代表什麼意思呢？,011.608代表所要描述的文獻內容是有關提要、書評等之叢書。011.6是「題跋」的分類號；08是總論複分號，代表「叢書」。011.608 = 011.6 + 08 表示題跋叢書。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
24244,2015-05-21,24244_A02,為何有些分類號如005.78065會有78065五個數字呢？,005.78065代表所要描述的文獻內容是有關蔣中正思想研究研討會議錄。005.78是「蔣中正思想研究」的分類號；065是總論複分號，代表「會議」。005.78065 = 005.78 + 065 表示蔣中正思想研究研討會議。,分類法,複分與號碼組合,複分與號碼組合,,,類號組配、加號與排列,,1
24246,2015-06-01,24246_A02,"圖書館自動化系統列印書標的規則若設定遇點折行,如何讓系統判別分類號中PS2384.2及.M62點""意義的不同",系統多半無法判斷類號中點的意義，倘若是類號中遇到有克特號的點(如.M62)才需折行，則仍需將該筆索書號挑出以人工方式進行調整，或洽詢系統廠商是否可設計程式協助判斷，如小數點後為英文字時才折行等。,分類法,複分與號碼組合,複分與號碼組合,,,類號組配、加號與排列,,1
24247,2015-06-02,24247_A02,中文圖書分類法2007年版的822底下沒有複分，若.8是文學批評，那麼.88又是甚麼？,822.8是辭賦評論，822.88是現代辭賦評論。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
24256,2015-07-09,24256_A02,什麼情況下可以省略類號末位的0？,類號末位數有一個0或兩個0時，除類表有特別註明外，可省略其中的0。例如社會學類號540末位有一個0，省略後為54，再加「歷史」複分09，成為540.9。,分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,類號組配、加號與排列,,1
24261,2015-07-14,24261_A01,"從NBINet抄編的書目中有718.4類,但在中文圖書分類法2007年中找不到此類號,不明白類號何來?",經查國圖有用718.4，是仿中國地理類志分，此類收錄有關世界名勝古蹟之資料。,分類法,複分與號碼組合,複分與號碼組合,改類與新舊類號處理,,專類複分與仿分,,1
24290,2015-11-04,24290_A01,像中國文學總欣賞這樣的套書，不同主題有不同分類號時，應如何編目較為合適？,"曉諭：套書分散與集中編目，孰好孰壞一直是討論的焦點，本套書集中或按文學體裁分散皆可。例如：中國文學總欣賞.唐宋詞新賞 / 張淑瓊主編，入833.4；中國文學總欣賞.唐詩新賞 / 張淑瓊主編，入831.4…。不過，我個人是贊同您的看法，因為從書名《中國文學總欣賞》來看，作者或出版社的意旨，是希望提供一個中國文學整體性的樣貌，集中套編或許是較好方式。若集中編，分類號可取中國文學作品總集830，作者號可取書名8656，部冊號可取part.1 v.1, part.1 v.2…part.2 v.1, part.2 v.2…或v.1:1, v.1:1…v.2:1, v.2:2, …。以上供參。",分類法,複分與號碼組合,類號判定與選擇,複分與號碼組合,,形式與標準複分,,1
24301,2015-12-16,24301_A01,標準複分表與總論複分表相同嗎？,兩種類表名稱雖不同但性質是相同的，也有稱總論複分表為通用複分表的。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
24301,2015-12-16,24301_A02,各複分表的使用時機？,一般而言， 若要依「分國表」複分，是加在總論複分表中09「歷史及現況」之後，在加相關的地理複分。,分類法,複分與號碼組合,複分與號碼組合,,,形式與標準複分,,1
