faq_id,question_date,atomic_id,question,answer,category
24457,2017-05-20,24457_A02,若圖頁紙質與正文相仿且未列入正文頁碼，是否算作圖版？,根據AACR 2定義，圖版的判定關鍵在於是否為「圖像內容」且未列入正文或主體頁碼序列，而非印刷材質。因此若為整頁圖像且符合未列入頁碼序列的條件，仍屬圖版；若僅為一般圖像則歸類為圖。,編目法
24458,2017-05-24,24458_A01,請提供AACR2第二層編目書目記錄的範例,"Dorthy: 回復問題如下: AACR2第二級書目資料模型: 0D2. Second Level of Description For the second level of description, include at least the elements set out in this schematic illustration: a. Unpublished material: Title proper [general material designation] = Parallel title : other title information / first statement of responsibility ; each subsequent statement of responsibility. -- date(s) of execution. -- statement of extent of item or collection : other physical details ; dimensions. -- (Title proper of series = Parallel title of series ; numbering within the series. Title of subseries ; numbering within subseries). -- Note(s). b. Published material: Title proper [general material designation] = Parallel title : other title information / first statement of responsibility ; each subsequent statement of responsibility. -- First place of publication : First publisher, date of publication. -- statement of extent of item : other physical details ; dimensions. -- (Title proper of series = Parallel title of series ; numbering within the series. Title of subseries ; numbering within subseries). -- Note(s). 以上是AACR2第二級書目資料模型(或該包含的著錄項目)。 MARC紀錄中在Leader/17是著錄層次的表示, 從#, 1, 2, 3, 4, 5, 7, 8皆是, 沒有與AACR2的三個級別恰恰好的對應，個人認為AACR2第二級書目，該是介於MARC LDR/17=# (full level)和4(core level)之間。著錄是根據待編資料上現有的項目，現有項目未必恰恰百分之百包括模型上所要求級別的項目, 而且, 只看書目資料是material not examined, 建議您可以瀏覽LC和OCLC資料庫查找，或自己做一筆，記錄資料上所呈現的模型中所規定的項目便是。 範例: 2nd description level (Rule 1.0D2) The mystery of Edwin Drood / by Charles Dickens ; with twelve illustrations by Luke Fildes and two by Charles Collins and an introduction by S.C. Roberts. -- Oxford ; New York : Oxford University Press, 1956. xi, 278 p. : ill. ; 19 cm. -- (The Oxford illustrated Dickens) Prior to 1966 the series had the title: The illustrated Dickens. ISBN 0-19-254516-7 來源: http://www.webjunction.org/content/dam/WebJunction/Documents/illinois/catalogingbootcamp/Cataloging%20Boot%20Camp%20Session%202%20Handout.pdf (網路上找的MARC 21教材, p.8 /slide 16) 建議您可花一點時間, 瀏覽LC和OCLC資料庫去查找。先看LDR/17=# full level或OCLC所用的I，再看是否有模型中規定的項目。 另澳洲國家圖書館有提供他們的full level record: Full Level MARC 21 Record Examples https://www.nla.gov.au/librariesaustralia/cathelp/LOCBibliographic/www.loc.gov/marc/bibliographic/examples.html 錢月蓮敬答 20170524",編目法
24459,2017-05-25,24459_A01,服務單位圖書館採首尾五筆法取著者號，不加時代號可否？讀者反應查檢太困難。,不建議省略時代號。保留時代號的好處：1. 減少重複率，便於管理。2. 可區分出同類書中不同時代的作品。3. 可顯示作品的時代意義。,作者號及輔助區分號
24459,2017-05-25,24459_A02,著者為眞'勞'等異體字或日文字，是否仍依其字形給首尾五筆？或需改為正體字後取首尾五筆？或可自行決定？,字體筆畫的選取有一定的原則，不會因繁簡體或書寫的不同而不同，是依據《中文圖書檢字表》取碼。日文書則依據「國家圖書館假名取碼法要點」。,編目法
24460,2017-05-25,24460_A01,有關本縣私立圖書館設立流程中，建設公司要求興辦事業計畫書須蓋核定章，應蓋哪個單位的章？,您好： 本諮詢服務僅提供資訊組織規範問題之答覆，您所提之問題不屬於此類問題，本館亦無相關單位可以提供您這項問題之回應，故建議您詢問貴縣政府相關單位，敬請見諒。 編目園地 敬上,其他
24461,2017-06-01,24461_A01,初版與二版，頁數相同但ISBN不同，可編在同一筆書目嗎？,不同版本的書須分開編2筆紀錄。,編目法
24461,2017-06-01,24461_A02,該如何在二版圖書的館藏中加註，以區別排架先後？,於第二版的書的索書號後加上年代，例如：855 8888 (初版) 855 8888 2017 (二版)。年代可用西元年或民國年，鼓勵用國際標準的西元年。,作者號及輔助區分號
24462,2017-06-01,24462_A01,若初版無ISBN，再版有ISBN，可否分成兩個書目，在再版書的館藏加年代號，以區別排架先後？,不同版本的書要分成兩筆書目紀錄。再版書須加註年代號。,其他
24462,2017-06-01,24462_A02,若初版與再版均無ISBN，是否可建在同一筆書目，館藏又如何表示？,無論有無ISBN，版次都要依據版權頁上的版本說明來斷定，不同版本的書必要分立不同的書目紀錄，於再版書的索書號後加上年代，以區別館藏。如： 848.6 8555 (初版) 848.6 8555 2012 (二版),編目法
24463,2017-06-03,24463_A01,可否給與幾個「書目記錄」的實例？,Monica您好： 不曉得您的書目紀錄是否是指圖書館的機讀格式編目 建議您可以連結國家圖書館館藏查詢目錄檢索相關的書籍(http://aleweb.ncl.edu.tw/F?func=find-b-0) 獲得檢索結果後，在詳細頁面上方有「選擇格式：標準 機讀」的選項 點選機讀，即可看到書目紀錄的編製方式 編目園地敬覆 20170603,機讀編目格式
24464,2017-06-09,24464_A01,圖書館搬移新館後，如何計算及分配每格一格書籍的方法？,建議在圖書搬運前，先畫好一張新舊書架對應的編號配置圖。其中要考慮的因素有: 1. 先要分析館藏的資料類型和各類館藏的數量 如圖書、錄音錄影資料、期刊、參考書、叢書等，有哪些資料類型需要獨立成一區? 2. 其次考慮館藏的發展政策及各類書籍成長的速度，預留好適當的空間大小，如文學類的書成長速度較快，預留的空間就得大些，每層書架也必須預留空間容納新到圖書。 3. 以一層一格為單位，將舊有書架的架次編號，對應到新空間的書架上，設計圖位置確定後，才考慮裝箱及搬運。 4. 從0類開始搬遷至9類，依架次編號的順序一一搬運至新書架上的對應位置。,機讀編目格式
24465,2017-06-12,24465_A01,貴館在MARC21中處理「編著者」時，是以「著」為主還是以「編」為主進行著錄？,本館將作者職責「編著者」置於MARC 21的Main entry 1XX字段。編著者(compiler)，是指負責選擇、集結一個或多個創作者作品，經排序及資料編輯成一新作品的個人或團體。編著者可視為作品主要的負責者，所以著錄在1XX主要款目。,編目法
24465,2017-06-12,24465_A02,編著者在MARC21中具體的著錄欄位為何？,第一個編著者，著錄於欄位1XX / 245；其餘的編著者(若有的話)，著錄於欄位 245 / 7XX。,機讀編目格式
24466,2017-06-13,24466_A01,國小華文課本可入523.31嗎？,國小華文課本可入523.311。523.31為語文學習領域教學，下函外國語等其他語文教學，將華文課本入此恐嫌粗略些，應入523.311本國語文教學(華語教學)。,其他
24466,2017-06-13,24466_A02,若要區分不同國家的課本，能否在523.31之後加分國表？,馬來西亞的華文課本入523.31386；新加坡的華文課本入523.31387? 我個人認為這樣分並不適合: 523.311本身即代表國語(華語)教學，並無再依國分的必要，若真有需要依國別再細分，國別碼請勿直接加於523.311號碼後，因在邏輯架構上會與總論複分號的位置混淆。建議可以這樣分： 1. 於總論複分的09後再加國別碼，如： 馬來西亞的華文課本入523.31109386 新加坡的華文課本入523.31109387 2. 於523.311後加斜撇 / 符號，如： 馬來西亞的華文課本入523.311/386 新加坡的華文課本入523.311/387 3. 國別碼單獨成一行，置於分類號後作者號前，如： 馬來西亞的華文課本入 523.311 386 8555 新加坡的華文課本入 523.311 387 8555 ※另請特別注意，凡內部使用規則請務必做編目員筆記，紀錄是從何時開始這樣分，如何分等等。,其他
24467,2017-06-15,24467_A01,原住民有二個名字，一為母語名字(書的作者用此名)，一為漢名，是否應註錄二個700作者項，分別為原名和漢名？,"Dodoreading: 您好, 建議作法如下: 一、若貴館有做權威紀錄 1. 資料檔中已有一個漢名，後作者改用原住名名稱，可以用參照的方式處理，在舊有權威紀錄中 + 500字段的原住民名稱，在1XX建立一筆新的原住民名稱權威紀錄 + 500字段的漢名名稱，其他不用的名稱著錄於4XX。 2. 新資料要建一筆新的權威紀錄，在編資料上若出現的是原住民名稱，請以原住民名稱為權威名稱。 二、若貴館沒有做權威紀錄 書目紀錄中的1XX字段，應照錄著錄來源上的資訊。不能將不同的名稱另外再建於7XX字段!但可以在附註項中說明其另一個名稱。若有可能的話，可以在索引檔中將兩個名稱串聯。",編目法
24468,2017-06-19,24468_A01,學會刊物要如何改名？,應向ISSN總部(法國巴黎)申請新的ISSN，向外界公布新刊物的ISSN及識別題名，並在新刊物上註明前刊資訊，便於圖書館將兩個刊物的書目紀錄作連結。,其他
24468,2017-06-19,24468_A02,學會刊物改名需要什麼手續？,需備妥最近一期期刊之封面、版權頁、目次頁等電子檔，逕向法國ISSN總部申請國際標準期刊號，並遵循ISSN International Centre申請網址: http://portal.issn.org/cgi-bin/gw/chameleon進行操作。,其他
24469,2017-06-22,24469_A01,泰國作者如何取作者號，因作者號產生介面無法產生泰國作者作者號?,泰文為一元音附標文字，一般鍵盤無法直接輸出，須經轉換裝置。處理方式分為：1. 按外文書方式處理，經拼音轉換為英文字母後，取克特號或四角號碼；2. 按中文書方式處理，依中國編目22.1.7.1規定，優先使用中文名字或譯名，無法查得時自行翻譯，取首尾五筆檢字法或四角號碼。國圖目前採用第一種作法，可抄編OCLC書目紀錄。,作者號及輔助區分號
24470,2017-06-27,24470_A01,中圖法中關於兵器的類號595.5與595.9要如何區分？,595.5兵器可用來匯集595.9類項下無法歸入的總論性問題，如武器分類問題的探討；非戰爭性的武器議題，如武器的生命期問題；武器貿易條約；網路武器等等。595.9器械；兵器；武器則歸屬於攻擊性之軍器、軍械、軍火等武器。,其他
24471,2017-06-27,24471_A01,是否需要在第二本後面加上年代號作為區別？,若不用此種方法，全用年代區分亦可，只是在處理上不如第一種方法這麼條理分明。,其他
24471,2017-06-27,24471_A02,第三本該如何與第二本區分，是視為不同出版社給A即可，又或給雙重作者號？,建議可以在原著者的作者號後加上翻譯者的作者號，如此可清楚得知第一、二、三種版本日後的再版情況。,作者號及輔助區分號
24472,2017-07-04,24472_A01,音樂唱片『櫻鮭』在舊版分類法的類號是什麼？,舊版分類法將音樂唱片放在919.9。,其他
24472,2017-07-04,24472_A02,新版分類法中919.9的類目有什麼變化？,新版分類法將919.9改為各國民族樂器，僅保留919.97作為唱片目錄，不再有音樂唱片的類目。,其他
24473,2017-07-05,24473_A01,專門講唱片保存與整理的書應歸入什麼類號？,「唱片的保存與整理」相關參考類號如下：1. 唱片的保存與整理可入023.858 023.8此類目是特殊資料利用，此類範圍包括總論特殊資料之收集、分類、編目、閱覽、典藏等，並依特殊資料複分表複分。唱片屬錄音資料，可入視聽資料023.85項下的細目錄音資料023.858。2. 若不是圖書館的特殊資料典藏，可入471.9音響設備。,編目法
24474,2017-07-19,24474_A01,樂曲解說集應該入910.8還是910.89(音樂作品集)呢?,資料的內容永遠優先於形式。某一樂曲的解說，會與該樂曲分入同樣的類號。樂曲解說集若為某一曲式合集，歸入該曲式。910.8是「音樂叢書」的分類號，其下位類910.89為音樂作品集叢書，凡屬這兩種叢書形式的多種樂曲形式的樂曲解說才歸入此。,編目法
24475,2017-07-19,24475_A01,"視聽資料內容為歌劇類,作者群有寫這部歌劇的原作者(作曲者)、舞台導演、dvd拍攝導演、指揮、演奏、演員...等，請問主要作者應該要取誰為佳?","視聽資料內容為歌劇類,若有這部歌劇的原作者(作曲者),著者號取自作曲者; 若無這部歌劇的原作者(作曲者),著者號則取自題名",作者號及輔助區分號
24475,2017-07-19,24475_A02,"若同一作品(片盒內)同時包含不同類型之光碟,主要為dvd,加贈一片cd,則編目上該如何表示(尤其在稽核項及附註項)?","若同一作品(片盒內)同時包含不同類型之光碟,主要為dvd,加贈一片cd,則在稽核項主要描述dvd,在附件說明cd: 例: 300 $a 1張數位影音光碟(約109分) :$b有聲, 彩色 ;$c 4 3/4吋 + $e1張光碟片 500 $a 附件cd為雷射唱片 如需描述此cd, 可在欄位500說明此附件cd為雷射唱片",機讀編目格式
24476,2017-07-22,24476_A01,作者雙筆名「矮子(思念秧秧)」的7xx段應如何處理？,"Minos: 700段取矮子。 若待編資源所提供的資訊不足或不夠完整, 建議可查詢其他參考資源, 再決定取何者為權威檢索點的基本款目。矮子除思念秧秧該部作品外, 還有其他著作, 取最常用最著稱者「矮子」應是合理的選擇。",其他
24477,2017-07-22,24477_A01,106 年初等考中文圖書分類編目大意 22. 下列何者不是列舉式分類法？,答案是(D) 冒號分類法。,其他
24477,2017-07-22,24477_A02,請問(B)中文圖書分類法和(C)杜威十進分類法是否屬於層屬性分類法？,杜威十進分類法、中文圖書分類法屬於列舉式分類法，但通常會以它們作為層級分類法的代表。在這個分類體系中，同位類的類目之間存在並列關係，且不重覆、不交叉；下位類與上位類目之間存在隸屬關係。,分類法
24478,2017-07-25,24478_A01,著錄電子期刊時，其他媒體型式（如紙本）之ISSN應著錄於何處？,若同時有紙本和線上電子期刊的ISSN，e-ISSN著錄於022 $a，print ISSN著錄於022 $y。,編目法
24478,2017-07-25,24478_A02,776分欄x的用途為何？,776是連結款目，用於建構原版與不同媒體形式的書目紀錄連結，例如電子期刊書目紀錄A可連結紙本期刊書目紀錄B，格式為：776 08 $i紙本 :$t期刊名稱.. $x紙本的ISSN $w紙本期刊書目紀錄B的系統號。,機讀編目格式
24479,2017-07-27,24479_A01,何謂平行出版？,可能是指同步版﹙simultaneous edition﹚，如精、平裝同時出版；或指平行輸出出版品。,其他
24479,2017-07-27,24479_A02,為何網路上找不到相關資訊？,若是後者，其內容範圍牽涉到版權及法律問題的專業性，便不是我能力所及可以回答的。,其他
24480,2017-07-28,24480_A01,平行出版(parallel publication)的正確翻譯與定義是什麼？,parallel publication翻譯成「開放存取並行出版」較佳。是從您提供的文件中的第一句話: 研究出版物的並行出版有時被稱為「開放存取」的「綠色道路」意譯而來。大致的了解是OA是近年來國際學術界、出版界和圖書資訊界推行的開放式期刊出版模式。運作的基本特點有：資訊數位化、線上出版和傳播、免費獲得全文、給用戶寬泛的使用權。,編目法
24480,2017-07-28,24480_A02,「玉律（綠）」是否等同於平行出版的概念？,"您所說「玉律(綠)」，我比較無法理解，玉律可以用在所有良善的法令條文，因為沒有說出內容是無法讓人理解? 文中的green road，我個人以為是freely或像綠燈通行無阻；本館漢學中心的訪問學人Peter教授認為有「綠色環保」的意思, 因為線上存取, 是一種節省用紙的綠主張。",編目法
24481,2017-08-07,24481_A01,最新分類法中臺灣省政府及省議會的類號應如何給?,"鵬鵬: 您好, 這是個很難解的問題，個人建議關於臺灣省政府及省議會的類號仍沿用舊類號或歸入新法575.33類目下。 中文圖書分類法2007年版對中華民國、臺灣、中國、中國大陸之間的關係，其實並未處理得很好，甚至有相互矛盾之處，除非是下一次的全面修表。 錢月蓮敬答  20170807",其他
24482,2017-08-02,24482_A01,希望有多位作者時，應如何將所有作者建入書目中？,"已更正書目資料為「彭瑞金, 藍建春, 阮美慧合著; 王鈺婷增補」，並為藍建春、阮美慧、王鈺婷三位作者建立了權威檢索點。",編目法
24482,2017-08-02,24482_A02,為何先前無法查詢到藍建春等其他作者？,"因該書無書名頁，編目員採用版權頁資訊「作者：彭瑞金, 藍建春, 阮美慧, 王鈺婷等」，依中國編目規則，無書名頁時資訊來源順序為版權頁優先於封面；且作者超過3人時僅取第一位作者為代表，故會有查不到藍建春等其他作者的情形。",編目法
24483,2017-08-07,24483_A01,國圖對於韓文書作者沒有中譯名的處理方式是什麼？,中國編目規則上有說要譯成中文(22.1.7)，但韓文書我們沒有照規則翻譯成中文名。原因是韓文本身為拼音，對應於漢字會有好多個，就像同音的注音符號對應於漢文有好多個，道理是一樣的。,編目法
24483,2017-08-07,24483_A02,國圖如何產生韓文作者號？,國圖的100權威是照錄資源上的韓文名字，沒有中譯。作者號是用首尾五筆取韓文。,作者號及輔助區分號
24484,2017-08-11,24484_A01,"依據《中國編目規則》，關於外國人名標目的著錄，若以傑西‧薛拉（Jesse H. Shera）為例，下列何者正確？ (A)傑西（Jesse H. Shera） (B)薛拉（Shera, Jesse H.） (C)傑西‧薛拉（Jesse H. Shera） (D)薛拉‧傑西（Shera, Jesse H.）答案為B請問為什麼呢?","科: 您好, 没有為甚麼, 因為(B)才是中國編目規則規定的標目格式, 依據中國編目規則22.2 (2)著錄的格式就是: 以「姓」為標目, 其後記其原文姓名於圓括弧內。 上述答案的(A)是取名, 答案(C)(D)是取姓+名, 都不符合中國編目規則規定的格式! 換作其他規則便不一定這樣取, 所以題目一開始即表明「依據中國編目規則」。 錢月蓮敬答 20170811",編目法
24485,2017-08-14,24485_A01,可否提供韓文首尾五筆檢字法的對照表？,"館員: 您好, 提供國圖使用的韓文字母取號表(首尾五筆檢字法)：(第一個字母加最後一個字母) ㅏ2 ㅑ2 ㅓ3 ㅕ3 ㅗ2 ㅛ2 ㅜ3 ㅠ3 ㅡ2 ㅣ3 ㄱ2 ㄴ3 ㄷ2 ㄹ2 ㅁ3 ㅂ3 ㅅ4 ㅇ4 ㅈ2 ㅊ1 ㅋ2 ㅌ2 ㅍ2 ㅎ1 錢月蓮敬答  20170814",其他
24486,2017-08-15,24486_A01,為什麼佚名會有不同的撰寫方式，是兩者都可以嗎?,中國編目規則1.1.5的重點是: 依作品主要著錄來源著錄；照樣著錄。中國編目規則1.1.5.2的重點是: 作品中無著者敘述或有關著者之記載，則省略著者敘述… 兩者並無矛盾或衝突，若編目資源上有呈現「佚名編」或「佚名著」等描述，編目員是要如實記錄於題名及著者敘述項 (MARC 21欄位245或CMARC 欄位200)的，如規則中的範例: 現代名家詩選 / 佚名編。,編目法
24486,2017-08-15,24486_A02,為何1.1.5中未使用附註也未省略，而是直接著錄「佚名編」?,若作品中沒有有關作者的描述，編目員於題名及著者敘述項不必著錄; 但可以依1.1.5.2條列的方式，於附註項補充說明。,編目法
24487,2017-08-16,24487_A01,台灣書版權頁出現'BOD一版'，在版本項應如何著錄？是否需於附註項加註'BOD版'？,建議照錄出版項資訊! 250 __ $a BOD第一版。BOD著錄於500附註項。,編目法
24487,2017-08-16,24487_A02,大陸書版權頁出現'北京第1版'，版本項應如何著錄？,建議照錄出版項資訊! 250 __ $a 北京第一版。,編目法
24488,2017-08-22,24488_A01,某音樂家的作品集應歸入哪一類?,若內容單一，可歸入各專屬之類；若內容多元，則可歸入910.89 音樂作品集。詳細說明：1. 單個音樂家的單種音樂作品，依作品性質分入各個專屬之類；2. 單個音樂家的作品集內含二種類型的作品，依作品比重或排列在前的作品性質歸類；3. 單個音樂家的作品集內含多種類型的作品，入910.89 音樂作品集；4. 多個音樂作家的音樂作品集彙編，入910.88 作曲家全集。,編目法
24489,2017-08-25,24489_A01,西文作者名稱中包含符號（如撇號）時，取克特號應如何處理？,"克特號取號時不納入符號，應直接忽略撇號，以英文字母「ONeill」取號。例如「O’Neill, Ed」或「O'Neill, Adam」均視同「ONeill」處理。美國國會圖書館分類手冊G063說明，克特號依字母順序排列，含撇號的文字（如J'accuse、'Taint）視同Jaccuse、Taint處理。",作者號及輔助區分號
24490,2017-08-27,24490_A01,馆藏印章的盖印位置是否有基本的规定?,國圖入藏的圖書會蓋上館藏章、來源與日期章。藏書章位置「書名頁中間位置下方空白處」；若無書名頁或書名頁有重要文字或圖像，則選擇目次頁中間偏下方，以遮蓋相關文字為原則；若亦無目次頁則於序言頁相同位置蓋藏書章；但若皆無上述頁次，僅有正文頁次，則蓋在正文第一頁中間偏下方空白處。圖書入藏日期及來源章蓋於圖書「封底內頁內側下方」，並於「該頁外側上緣以鉛筆記錄館藏書目系統號」。,編目法
24490,2017-08-27,24490_A02,除了扉页，还需在其他页面盖印吗?,除書名頁（扉頁）外，若無書名頁或書名頁有重要文字或圖像，則於目次頁、序言頁或正文第一頁等頁次蓋藏書章。圖書入藏日期及來源章蓋於封底內頁內側下方。,編目法
24491,2017-08-28,24491_A01,在西文編目中，若書上僅有「This paperback edition first published in 2011」的描述，會著錄250段嗎？,"Aui，您好： 在AACR 2及RDA規則中並未對版本的著錄用語有硬性規定，規則中也說明當需要判斷著錄來源上的資訊是否為版本敘述時，可看看是否含有edition、version等字樣，或是是否含有可表示不同內容（content）、地理區域（geographic coverage）、語言（language）、實體特性（physical presentation）等資訊的字樣，如果有，則可視為版本敘述。而在編目的實務上，欄位250（版本項）也通常會用以著錄識別度或鑑別性較強的版本名稱（identifying terms for the edition），如： 250  ##  $a Northern Ireland edition. （著錄來源上的資訊為：This Northern Ireland edition published 2003） 由於大多數西文書的出版模式，通常會先有精裝版（hardback）。上市半年到一年之後，依銷售狀況決定出平裝版（paperback）的時間，內容很可能完全相同，差別在字體、印刷與紙質。因此像「This edition published 2003」或「This paperback edition first published in 2011」等資訊，較常見的做法是會著錄在欄位500提供清楚的說明，如： 500  ##  $a ""This paperback edition first published in the USA [in] 2013 by Watkins Publishing Limited""--Reverse of title page. 不過，我們也有見過美國國會圖書館將類似的資訊著錄於欄位250，只是這樣的書目並不常見： 250  ##  $a Paperback edition. 250  ##  $a This paperback edition first published by Verso in 2015. （此著錄方式目前在國會圖書館書目中僅見一例，以國家圖書館的西文編目而言，不會採用此作法） 以上資訊提供您參考，建議您也可考量該資訊對貴館讀者的重要性，做為著錄政策的依據。 國家圖書館館藏發展及書目管理組敬覆",編目法
24492,2017-08-30,24492_A01,要查詢一本書目前最新的印刷數量，應向何處詢問？,建議直接詢問該書的出版機構。國家圖書館的書號中心只可能掌握到該版第一刷的資訊，之後出版社得以用同一個ISBN去印刷好幾回，直到版次更新重新申請新的ISBN為止。,其他
24492,2017-08-30,24492_A02,這本書目前到第幾刷？,因為沒有來申請新的ISBN，所以國家圖書館不見得能完整掌握該書的印行情況，建議您直接詢問出版社較妥。,其他
24493,2017-08-30,24493_A01,為何1.0.4.2使用逗號而1.6.0.1(8)使用圓點及空一格？,"CCR1.0.4.2與1.6.0.1(8)所說逗號與圓點的問題，是在說明兩種不同的情況：1. 附屬集叢同時含編次($h)、編次名稱($i)：以逗號帶出附屬集叢名 例: 中學生文庫. 6, 史地類 ; 第20冊 (指規則1.0.4.2中所描述的情況, 是一個完整的情況) 2. 附屬集叢含編次名稱($i) : 以圓點帶出附屬集叢名 例: 中國方志叢書. 華北地方 ; 第350號 (指規則1.6.0.1(8)中所描述的情況)",機讀編目格式
24494,2017-09-02,24494_A01,中文圖書分類法與中國圖書分類法的差別在什麼地方？,《中文圖書分類法 2007年版》是《中國圖書分類法 增訂八版》的修訂版，其基本架構、標記制度及編輯體例等仍沿襲中國圖書分類法，只是新增了約3000多個類目。,分類法
24494,2017-09-02,24494_A02,中文圖書分類法與中國圖書分類法是否僅名稱不一樣？,因中國圖書分類法的修訂者賴永祥教授將版權無償授予國家圖書館，國家圖書館於民國90年開始修訂，民國96年完成修訂後，經與技術規範諮詢委員會討論，決定更名為《中文圖書分類法 2007年版》。,分類法
24495,2017-09-01,24495_A01,若經濟史地複分表複分後與其他地區號碼衝突，應如何處理?,請勿直接加9，須加09。,其他
24495,2017-09-01,24495_A02,英國經濟史與愛爾蘭經濟史的正確給號方式為何?,英國經濟: 552.41 英國經濟史: 552.4109 (552.41 + 09) 愛爾蘭經濟: 552.419 愛爾蘭經濟史: 552.4199,編目法
24496,2017-09-05,24496_A01,是否有網站可以同時查閱英語讀本的Lexile level、DRA level及Guided Reading易難程度？,"建議使用Google Search搜尋「Conversion chart of Guided Reading, Developmental Reading Assessment (DRA), and Lexile Levels」，可參考以下資源：(1) 蓋兆泉博客 http://blog.sina.com.cn/s/blog_5d3a6af201017uxn.html (2) Pinterest社群 https://www.pinterest.com/explore/dra-reading-levels/",其他
24496,2017-09-05,24496_A02,在編目時一併填寫閱讀易難程度是否恰當？,"個人相當贊同。可使用MARC 21欄位「521 適用對象註」著錄，例如：521 0# $a DRA: A1, [Reading A-Z Level: A], [Lexile Levels :BR-100]。注意方括弧內容為編目員自行加註，DRA分級為核心要素，有助於教師及家長選擇適齡書籍輔導閱讀能力提升。",機讀編目格式
24497,2017-09-07,24497_A01,想查閱書本的閱讀分級指標以決定是否適合購買，可以在哪裡查閱到？,"建議選用Lexile Home網站，裡面有『Find just Right Book』『Look up a book』等提供適用書單，可先查得手上的資源屬於何級，再利用分級對照表知道該書在不同分級系統中的級別。也可透過數據公司（如MetaMetrics, Inc）、出版社（如Scholastic；Compass publishing的compass classic readers）等獲得資訊。有些出版社有其自己的分級，如Oxford用顏色分級，每種顏色都有所屬的適讀圖書。此外，可與國立臺灣師範大學圖書資訊學研究所有『閱讀知能及閱讀策略研究團隊』聯繫。提供網站：Lexile Home（https://lexile.com/）、知道使用者的Lexile級別後查詢推薦書單（https://fab.lexile.com/）、Best Books by DRA Level（http://www.the-best-childrens-books.org/dra-level.html）",其他
24498,2017-09-15,24498_A01,杜威分類法是否有完整的分類表格，讓我們做編目時，輸入主題關鍵字，就能顯示出對應的號碼？,中文主題詞表沒有DDC的參考類號。本館未使用杜威分類法，無法提供更確切資訊。DDC網站資料由OCLC維護，應有DDC和LCSH對照表查詢工具（非免費）。國圖未購買西文線上編目工具，最新紙本DDC僅至Edition 22。建議使用紙本DDC Relative Index查詢，或透過國外圖書館線上目錄獲取資訊，可參考：025.431: The Dewey blog: DDC mappings from LCSH,主題法
24499,2017-09-11,24499_A01,印度特藏代碼應如何取?,根據ISO-3166-1981標準，印度代碼應使用IND。印尼代碼則應使用IDN，因國際標準已明訂此規範，建議修正代碼以符合國際標準。,機讀編目格式
24500,2017-09-11,24500_A01,書名:Mmm I Like!作者:Wiley Blevins的編目作者號應為Bxx或Wxx，正確者為何？,國家圖書館採用美國國會分類表，若類表無特別規定，會優先以著者姓氏取號。因此，以「Blevins」取號應為「B」為開頭，即Bxx。,其他
24500,2017-09-11,24500_A02,參考交通大學取號為Wxx，是否為正確取碼方式？,因不清楚該館取號政策，無法說明差異。各館可視分類系統、館藏特色及服務需求決定克特號取碼原則，無絕對正確與否，僅需確保館藏方便尋找與瀏覽。,其他
24501,2017-09-12,24501_A01,有功能能輸入DDC號碼顯示對應或接近的CCL號碼嗎？,可利用AskA Help工具：Map LC (LCC) to Dewey (DDC) Classification，或透過「Dewey Decimal Classification to Library of Congress Classification」功能進行轉換。相關指南請參考：http://guide.unwsp.edu/dewey,其他
24502,2017-09-12,24502_A01,西文青少年繪本及小說的分類碼有無一定規則？是否可依總類兒童文學分類號？採用杜威分類法或中國圖書分類表？,選用哪種分類法和圖書的語文沒有一定的關係，西文書一般會用DDC或LCC分類，兩者選擇一種便可，但也是可以用中文圖書分類法分類。西文圖書的分類，有關青少年繪本及小說Children's & Young Adult Literature或Juvenile literature collections分類號區間：DDC—808.89+/808.83+… LCC分類號區間：P-PZ5-90 上述只是常用參考值，正確分類還是要依據各書的內容。,分類法
24502,2017-09-12,24502_A02,編目時複本號以c.1/c.2為起始是否依各圖書館為準？是否有基本規則？,"複本號以c.2起始較妥。以c.2起始可清楚知道該書目前的館藏共有幾本，以2表示館藏的數量，c表示其性質是""複本""不是""冊""單位，不是要用來做統計複本書排序用的，若要累計複本書共有幾本, 從c.1紀錄也無不可，因為並沒有一定規則可尋，這只是管理上的問題，允許差異存在。",編目法
24503,2017-09-16,24503_A01,圖書館主題編目主要使用標題法，其特色?從圖書館目錄使用的觀點，應用在圖書館主題編目的優缺點以及可行性?,標題模式最嚴謹但也最缺乏彈性，先制定控制詞彙與檢索行為，期望使用者與制定者有同樣的素養嗎? 因為標題的缺乏彈性才有其他單詞、關鍵詞、主題詞的出現與應用，LC的Free-floating term及Index term – Genre/Form等，其實都是對標題系統缺乏彈性的一種彌補。理論上是可行的，建議可以做研究議題。,主題法
24503,2017-09-16,24503_A02,社會性標記，請問其意涵與特色？從圖書館目錄使用的觀點，應用在圖書館主題編目的優缺點以及可行性?,Social tagging，是指在Web2.0時代網路資訊環境下，個人可以保有自己的資訊管理與空間，也可與同好分享並使用同好帶來的群體空間，完全以使用者為中心出發，是一種共同成就互利行為，相信會蔚為趨勢的。Social tagging的問題，在於因為是個人化的管理，標籤缺乏詞彙控制，與目前圖書資訊界以規範控制的嚴謹作法截然不同。Social tagging的索引建置是該類型網站要面對的一個重要課題，而圖資界，向來追求高品質，建置的知識體系較為繁雜、封閉，且建置成本較高，如何在彈性與品質控制間追求平衡，端賴圖書資訊界的前瞻智慧與技術。理論上是可行的，建議可以做研究議題。,權威控制
